date,site_id,part_id,planned_maintenance,consumption_qty,on_hand_qty,backorder_qty,blocked_qty,forecast_qty,forecast_type,forecast_uplift_pct
11/4/2024,SITE01,P00259,TRUE,5,11,0,0,2,Baseline,0
11/11/2024,SITE01,P00259,FALSE,3,19,0,0,2,Baseline,0
11/18/2024,SITE01,P00259,FALSE,0,19,0,0,2,Baseline,0
11/25/2024,SITE01,P00259,TRUE,0,19,0,0,2,Baseline,0
12/2/2024,SITE01,P00259,TRUE,2,17,0,0,2,Baseline,0
12/9/2024,SITE01,P00259,TRUE,1,16,0,0,1,Baseline,0
12/16/2024,SITE01,P00259,TRUE,0,16,0,0,2,Adjusted,0.149
12/23/2024,SITE01,P00259,TRUE,0,16,0,0,1,Baseline,0
1/3/2022,SITE01,P00260,TRUE,1,19,0,0,1,Baseline,0
1/10/2022,SITE01,P00260,FALSE,2,17,0,0,1,Baseline,0
1/17/2022,SITE01,P00260,FALSE,0,17,0,0,1,Baseline,0
1/24/2022,SITE01,P00260,TRUE,1,33,0,0,1,Baseline,0
1/31/2022,SITE01,P00260,TRUE,2,31,0,0,1,Adjusted,0.126
2/7/2022,SITE01,P00260,FALSE,9,22,0,0,2,Baseline,0
2/14/2022,SITE01,P00260,FALSE,1,21,0,0,2,Baseline,0
2/21/2022,SITE01,P00260,TRUE,2,19,0,0,3,Adjusted,0.311
2/28/2022,SITE01,P00260,TRUE,2,17,0,0,2,Baseline,0
3/7/2022,SITE01,P00260,TRUE,1,16,0,0,2,Baseline,0
3/14/2022,SITE01,P00260,TRUE,4,20,0,0,3,Adjusted,0.151
3/21/2022,SITE01,P00260,FALSE,1,19,0,0,3,Baseline,0
3/28/2022,SITE01,P00260,TRUE,1,18,0,0,3,Baseline,0
4/4/2022,SITE01,P00260,FALSE,3,15,0,0,2,Baseline,0
4/11/2022,SITE01,P00260,TRUE,2,26,0,0,2,Baseline,0
4/18/2022,SITE01,P00260,FALSE,3,23,0,0,2,Baseline,0
4/25/2022,SITE01,P00260,TRUE,1,22,0,0,2,Baseline,0
5/2/2022,SITE01,P00260,FALSE,0,22,0,0,2,Baseline,0
5/9/2022,SITE01,P00260,TRUE,2,20,0,0,1,Adjusted,-0.186
5/16/2022,SITE01,P00260,FALSE,3,17,0,0,2,Baseline,0
5/23/2022,SITE01,P00260,TRUE,2,28,0,0,2,Adjusted,0.235
5/30/2022,SITE01,P00260,TRUE,2,26,0,0,2,Adjusted,0.2
6/6/2022,SITE01,P00260,TRUE,3,23,0,0,2,Baseline,0
6/13/2022,SITE01,P00260,TRUE,0,23,0,0,2,Baseline,0
6/20/2022,SITE01,P00260,FALSE,3,20,0,0,2,Baseline,0
6/27/2022,SITE01,P00260,FALSE,0,20,0,0,2,Baseline,0
7/4/2022,SITE01,P00260,TRUE,4,30,0,0,3,Adjusted,0.303
7/11/2022,SITE01,P00260,FALSE,3,27,0,0,2,Baseline,0
7/18/2022,SITE01,P00260,FALSE,1,26,0,0,2,Baseline,0
7/25/2022,SITE01,P00260,FALSE,2,24,0,0,2,Baseline,0
8/1/2022,SITE01,P00260,TRUE,0,24,0,0,2,Adjusted,0.306
8/8/2022,SITE01,P00260,TRUE,2,22,0,0,2,Baseline,0
8/15/2022,SITE01,P00260,FALSE,1,21,0,0,2,Baseline,0
8/22/2022,SITE01,P00260,FALSE,0,21,0,0,2,Adjusted,0.343
8/29/2022,SITE01,P00260,FALSE,0,21,0,0,1,Baseline,0
9/5/2022,SITE01,P00260,FALSE,3,18,0,0,1,Baseline,0
9/12/2022,SITE01,P00260,TRUE,0,18,0,0,1,Baseline,0
9/19/2022,SITE01,P00260,FALSE,1,25,0,0,1,Adjusted,0.247
9/26/2022,SITE01,P00260,FALSE,1,24,0,0,1,Baseline,0
10/3/2022,SITE01,P00260,TRUE,0,24,0,0,1,Baseline,0
10/10/2022,SITE01,P00260,FALSE,2,22,0,0,1,Adjusted,0.187
10/17/2022,SITE01,P00260,FALSE,3,19,0,0,1,Baseline,0
10/24/2022,SITE01,P00260,TRUE,0,19,0,0,1,Adjusted,0.193
10/31/2022,SITE01,P00260,TRUE,2,17,0,0,1,Adjusted,0.059
11/7/2022,SITE01,P00260,TRUE,0,28,0,0,1,Baseline,0
11/14/2022,SITE01,P00260,TRUE,2,26,0,0,1,Adjusted,-0.142
11/21/2022,SITE01,P00260,FALSE,3,23,0,0,2,Baseline,0
11/28/2022,SITE01,P00260,FALSE,3,20,0,0,2,Adjusted,-0.155
12/5/2022,SITE01,P00260,FALSE,2,18,0,0,2,Baseline,0
12/12/2022,SITE01,P00260,FALSE,3,15,0,0,2,Baseline,0
12/19/2022,SITE01,P00260,TRUE,1,14,0,0,2,Adjusted,-0.214
12/26/2022,SITE01,P00260,TRUE,4,10,0,0,3,Adjusted,0.179
1/2/2023,SITE01,P00260,TRUE,3,23,0,0,3,Adjusted,0.084
1/9/2023,SITE01,P00260,FALSE,0,23,0,0,3,Adjusted,0.108
1/16/2023,SITE01,P00260,FALSE,4,19,0,0,3,Baseline,0
1/23/2023,SITE01,P00260,TRUE,2,25,0,0,2,Adjusted,-0.144
1/30/2023,SITE01,P00260,TRUE,1,24,0,0,3,Adjusted,0.067
2/6/2023,SITE01,P00260,FALSE,3,21,0,0,2,Baseline,0
2/13/2023,SITE01,P00260,TRUE,0,21,0,0,2,Baseline,0
2/20/2023,SITE01,P00260,TRUE,0,21,0,0,1,Adjusted,-0.134
2/27/2023,SITE01,P00260,TRUE,2,19,0,0,2,Baseline,0
3/6/2023,SITE01,P00260,FALSE,3,16,0,0,2,Baseline,0
3/13/2023,SITE01,P00260,FALSE,0,33,0,0,1,Baseline,0
3/20/2023,SITE01,P00260,FALSE,0,33,0,0,1,Adjusted,-0.128
3/27/2023,SITE01,P00260,TRUE,0,33,0,0,1,Adjusted,0.185
4/3/2023,SITE01,P00260,FALSE,1,32,0,0,1,Adjusted,0.059
4/10/2023,SITE01,P00260,FALSE,4,28,0,0,1,Baseline,0
4/17/2023,SITE01,P00260,FALSE,0,28,0,0,2,Adjusted,0.302
4/24/2023,SITE01,P00260,FALSE,4,24,0,0,1,Baseline,0
5/1/2023,SITE01,P00260,FALSE,2,22,0,0,1,Baseline,0
5/8/2023,SITE01,P00260,TRUE,1,21,0,0,2,Baseline,0
5/15/2023,SITE01,P00260,FALSE,0,21,0,0,2,Baseline,0
5/22/2023,SITE01,P00260,TRUE,0,21,0,0,2,Adjusted,0.273
5/29/2023,SITE01,P00260,TRUE,1,20,0,0,1,Baseline,0
6/5/2023,SITE01,P00260,TRUE,4,33,0,0,1,Baseline,0
6/12/2023,SITE01,P00260,TRUE,1,32,0,0,2,Baseline,0
6/19/2023,SITE01,P00260,FALSE,2,30,0,5,2,Baseline,0
6/26/2023,SITE01,P00260,TRUE,2,28,0,0,1,Baseline,0
7/3/2023,SITE01,P00260,TRUE,0,28,0,0,1,Baseline,0
7/10/2023,SITE01,P00260,TRUE,0,28,0,0,1,Adjusted,0.17
7/17/2023,SITE01,P00260,FALSE,0,28,0,0,1,Baseline,0
7/24/2023,SITE01,P00260,TRUE,1,27,0,0,1,Adjusted,0.149
7/31/2023,SITE01,P00260,FALSE,1,26,0,0,1,Adjusted,0.246
8/7/2023,SITE01,P00260,FALSE,1,25,0,0,1,Baseline,0
8/14/2023,SITE01,P00260,FALSE,3,22,0,0,1,Baseline,0
8/21/2023,SITE01,P00260,TRUE,0,22,0,0,1,Baseline,0
8/28/2023,SITE01,P00260,FALSE,3,19,0,0,1,Baseline,0
9/4/2023,SITE01,P00260,TRUE,0,19,0,0,1,Baseline,0
9/11/2023,SITE01,P00260,FALSE,0,19,0,0,1,Baseline,0
9/18/2023,SITE01,P00260,TRUE,1,18,0,0,1,Baseline,0
9/25/2023,SITE01,P00260,TRUE,0,18,0,0,1,Baseline,0
10/2/2023,SITE01,P00260,TRUE,0,18,0,0,1,Baseline,0
10/9/2023,SITE01,P00260,TRUE,2,16,0,0,1,Baseline,0
10/16/2023,SITE01,P00260,TRUE,3,30,0,0,2,Adjusted,0.28
10/23/2023,SITE01,P00260,TRUE,0,30,0,0,1,Baseline,0
10/30/2023,SITE01,P00260,TRUE,0,30,0,0,1,Adjusted,0.306
11/6/2023,SITE01,P00260,FALSE,2,28,0,0,1,Baseline,0
11/13/2023,SITE01,P00260,TRUE,0,28,0,0,1,Adjusted,0.166
11/20/2023,SITE01,P00260,FALSE,1,27,0,0,1,Baseline,0
11/27/2023,SITE01,P00260,TRUE,2,25,0,0,1,Baseline,0
12/4/2023,SITE01,P00260,TRUE,0,25,0,0,1,Adjusted,0.066
12/11/2023,SITE01,P00260,TRUE,0,25,0,0,1,Baseline,0
12/18/2023,SITE01,P00260,TRUE,1,24,0,0,1,Baseline,0
12/25/2023,SITE01,P00260,TRUE,0,24,0,0,1,Adjusted,0.191
1/1/2024,SITE01,P00260,FALSE,2,22,0,0,1,Baseline,0
1/8/2024,SITE01,P00260,FALSE,0,22,0,0,1,Baseline,0
1/15/2024,SITE01,P00260,TRUE,0,22,0,0,1,Baseline,0
1/22/2024,SITE01,P00260,FALSE,6,31,0,0,1,Baseline,0
1/29/2024,SITE01,P00260,TRUE,0,31,0,0,1,Baseline,0
2/5/2024,SITE01,P00260,TRUE,0,31,0,0,1,Baseline,0
2/12/2024,SITE01,P00260,TRUE,0,31,0,0,1,Baseline,0
2/19/2024,SITE01,P00260,FALSE,0,31,0,0,1,Baseline,0
2/26/2024,SITE01,P00260,FALSE,0,31,0,0,1,Adjusted,0.196
3/4/2024,SITE01,P00260,TRUE,2,29,0,0,1,Baseline,0
3/11/2024,SITE01,P00260,FALSE,0,29,0,0,1,Baseline,0
3/18/2024,SITE01,P00260,FALSE,1,28,0,0,0,Baseline,0
3/25/2024,SITE01,P00260,TRUE,1,27,0,0,1,Adjusted,0.083
4/1/2024,SITE01,P00260,TRUE,2,25,0,0,1,Baseline,0
4/8/2024,SITE01,P00260,FALSE,1,24,0,0,1,Adjusted,0.102
4/15/2024,SITE01,P00260,FALSE,2,22,0,0,1,Baseline,0
4/22/2024,SITE01,P00260,TRUE,0,22,0,0,1,Baseline,0
4/29/2024,SITE01,P00260,FALSE,0,22,0,0,1,Baseline,0
5/6/2024,SITE01,P00260,FALSE,0,22,0,0,1,Baseline,0
5/13/2024,SITE01,P00260,FALSE,4,18,0,0,2,Adjusted,0.326
5/20/2024,SITE01,P00260,FALSE,2,16,0,0,1,Baseline,0
5/27/2024,SITE01,P00260,FALSE,1,15,0,0,1,Adjusted,0.092
6/3/2024,SITE01,P00260,FALSE,0,15,0,0,1,Baseline,0
6/10/2024,SITE01,P00260,TRUE,1,14,0,0,1,Baseline,0
6/17/2024,SITE01,P00260,TRUE,0,24,0,0,1,Baseline,0
6/24/2024,SITE01,P00260,TRUE,2,22,0,0,1,Baseline,0
7/1/2024,SITE01,P00260,TRUE,0,22,0,0,2,Adjusted,0.205
7/8/2024,SITE01,P00260,TRUE,2,20,0,0,1,Baseline,0
7/15/2024,SITE01,P00260,TRUE,3,30,0,0,1,Adjusted,0.268
7/22/2024,SITE01,P00260,FALSE,1,29,0,0,1,Baseline,0
7/29/2024,SITE01,P00260,FALSE,0,29,0,0,1,Baseline,0
8/5/2024,SITE01,P00260,TRUE,0,29,0,0,1,Adjusted,-0.122
8/12/2024,SITE01,P00260,TRUE,2,27,0,0,1,Baseline,0
8/19/2024,SITE01,P00260,FALSE,0,27,0,0,1,Baseline,0
8/26/2024,SITE01,P00260,TRUE,0,27,0,0,1,Adjusted,0.111
9/2/2024,SITE01,P00260,TRUE,1,26,0,0,1,Baseline,0
9/9/2024,SITE01,P00260,TRUE,1,25,0,2,1,Baseline,0
9/16/2024,SITE01,P00260,TRUE,1,24,0,0,1,Adjusted,0.082
9/23/2024,SITE01,P00260,TRUE,2,22,0,0,1,Baseline,0
9/30/2024,SITE01,P00260,FALSE,0,22,0,0,1,Baseline,0
10/7/2024,SITE01,P00260,TRUE,3,19,0,0,1,Baseline,0
10/14/2024,SITE01,P00260,TRUE,1,18,0,0,1,Adjusted,0.122
10/21/2024,SITE01,P00260,TRUE,0,18,0,0,1,Baseline,0
10/28/2024,SITE01,P00260,FALSE,6,12,0,0,2,Baseline,0
11/4/2024,SITE01,P00260,FALSE,0,22,0,0,2,Baseline,0
11/11/2024,SITE01,P00260,TRUE,3,19,0,0,2,Baseline,0
11/18/2024,SITE01,P00260,FALSE,0,19,0,0,2,Baseline,0
11/25/2024,SITE01,P00260,FALSE,1,18,0,0,2,Baseline,0
12/2/2024,SITE01,P00260,TRUE,0,18,0,0,1,Baseline,0
12/9/2024,SITE01,P00260,FALSE,0,18,0,0,1,Baseline,0
12/16/2024,SITE01,P00260,TRUE,2,33,0,0,1,Baseline,0
12/23/2024,SITE01,P00260,FALSE,3,30,0,0,1,Baseline,0
1/3/2022,SITE01,P00261,FALSE,2,12,0,0,2,Adjusted,0.167
1/10/2022,SITE01,P00261,TRUE,3,9,0,0,3,Adjusted,0.066
1/17/2022,SITE01,P00261,TRUE,1,8,0,0,2,Adjusted,0.247
1/24/2022,SITE01,P00261,FALSE,5,10,0,0,3,Baseline,0
1/31/2022,SITE01,P00261,TRUE,2,8,0,0,2,Baseline,0
2/7/2022,SITE01,P00261,FALSE,4,13,0,0,4,Adjusted,0.298
2/14/2022,SITE01,P00261,TRUE,1,12,0,0,2,Baseline,0
2/21/2022,SITE01,P00261,TRUE,2,10,0,0,2,Baseline,0
2/28/2022,SITE01,P00261,TRUE,1,9,0,0,3,Adjusted,0.051
3/7/2022,SITE01,P00261,TRUE,3,6,0,0,2,Baseline,0
3/14/2022,SITE01,P00261,TRUE,0,14,0,0,2,Adjusted,0.074
3/21/2022,SITE01,P00261,TRUE,2,12,0,0,2,Baseline,0
3/28/2022,SITE01,P00261,TRUE,1,11,0,0,2,Adjusted,0.209
4/4/2022,SITE01,P00261,FALSE,1,10,0,0,2,Adjusted,0.335
4/11/2022,SITE01,P00261,FALSE,0,10,0,0,2,Adjusted,0.311
4/18/2022,SITE01,P00261,FALSE,2,8,0,0,1,Baseline,0
4/25/2022,SITE01,P00261,TRUE,4,4,0,0,2,Baseline,0
5/2/2022,SITE01,P00261,FALSE,2,9,0,0,1,Baseline,0
5/9/2022,SITE01,P00261,TRUE,1,8,0,0,2,Baseline,0
5/16/2022,SITE01,P00261,FALSE,0,8,0,0,1,Baseline,0
5/23/2022,SITE01,P00261,FALSE,2,15,0,0,1,Baseline,0
5/30/2022,SITE01,P00261,TRUE,1,14,0,0,2,Baseline,0
6/6/2022,SITE01,P00261,TRUE,2,12,0,0,2,Adjusted,0.078
6/13/2022,SITE01,P00261,FALSE,0,12,0,0,2,Adjusted,0.186
6/20/2022,SITE01,P00261,TRUE,1,11,0,0,1,Baseline,0
6/27/2022,SITE01,P00261,FALSE,0,11,0,0,1,Baseline,0
7/4/2022,SITE01,P00261,FALSE,1,10,0,0,1,Baseline,0
7/11/2022,SITE01,P00261,FALSE,3,7,0,0,1,Baseline,0
7/18/2022,SITE01,P00261,TRUE,2,5,0,0,1,Baseline,0
7/25/2022,SITE01,P00261,FALSE,1,9,0,0,1,Baseline,0
8/1/2022,SITE01,P00261,TRUE,1,8,0,0,1,Baseline,0
8/8/2022,SITE01,P00261,TRUE,0,8,0,0,1,Baseline,0
8/15/2022,SITE01,P00261,TRUE,4,12,0,0,2,Baseline,0
8/22/2022,SITE01,P00261,TRUE,2,10,0,0,2,Adjusted,0.212
8/29/2022,SITE01,P00261,FALSE,0,10,0,0,2,Baseline,0
9/5/2022,SITE01,P00261,TRUE,2,8,0,0,2,Adjusted,0.323
9/12/2022,SITE01,P00261,FALSE,0,8,0,0,1,Baseline,0
9/19/2022,SITE01,P00261,FALSE,2,14,0,0,1,Baseline,0
9/26/2022,SITE01,P00261,FALSE,0,14,0,0,1,Baseline,0
10/3/2022,SITE01,P00261,FALSE,2,12,0,0,2,Baseline,0
10/10/2022,SITE01,P00261,TRUE,3,9,0,0,1,Baseline,0
10/17/2022,SITE01,P00261,FALSE,1,8,0,0,1,Baseline,0
10/24/2022,SITE01,P00261,FALSE,0,8,0,0,1,Adjusted,0.213
10/31/2022,SITE01,P00261,FALSE,0,8,0,0,1,Adjusted,0.195
11/7/2022,SITE01,P00261,TRUE,0,8,0,0,1,Baseline,0
11/14/2022,SITE01,P00261,TRUE,0,8,0,0,1,Baseline,0
11/21/2022,SITE01,P00261,TRUE,0,8,0,0,1,Adjusted,0.082
11/28/2022,SITE01,P00261,FALSE,5,10,0,0,1,Baseline,0
12/5/2022,SITE01,P00261,TRUE,0,10,0,0,1,Baseline,0
12/12/2022,SITE01,P00261,FALSE,0,10,0,0,1,Baseline,0
12/19/2022,SITE01,P00261,FALSE,3,11,0,0,1,Baseline,0
12/26/2022,SITE01,P00261,TRUE,1,10,0,0,1,Baseline,0
1/2/2023,SITE01,P00261,FALSE,3,12,0,0,1,Baseline,0
1/9/2023,SITE01,P00261,FALSE,0,12,0,0,2,Baseline,0
1/16/2023,SITE01,P00261,TRUE,1,11,0,0,2,Adjusted,-0.069
1/23/2023,SITE01,P00261,FALSE,5,6,0,0,1,Adjusted,-0.092
1/30/2023,SITE01,P00261,FALSE,1,14,0,0,2,Baseline,0
2/6/2023,SITE01,P00261,TRUE,1,13,0,0,2,Baseline,0
2/13/2023,SITE01,P00261,TRUE,2,11,0,0,2,Baseline,0
2/20/2023,SITE01,P00261,TRUE,1,10,0,0,2,Baseline,0
2/27/2023,SITE01,P00261,FALSE,0,10,0,0,1,Baseline,0
3/6/2023,SITE01,P00261,FALSE,3,16,0,0,2,Baseline,0
3/13/2023,SITE01,P00261,TRUE,2,14,0,0,2,Baseline,0
3/20/2023,SITE01,P00261,FALSE,2,12,0,0,2,Adjusted,0.23
3/27/2023,SITE01,P00261,TRUE,1,11,0,0,2,Adjusted,0.074
4/3/2023,SITE01,P00261,FALSE,0,11,0,0,2,Adjusted,0.202
4/10/2023,SITE01,P00261,FALSE,0,11,0,0,1,Baseline,0
4/17/2023,SITE01,P00261,FALSE,2,9,0,0,1,Baseline,0
4/24/2023,SITE01,P00261,FALSE,1,8,0,0,2,Adjusted,0.155
5/1/2023,SITE01,P00261,FALSE,1,7,0,0,1,Adjusted,-0.154
5/8/2023,SITE01,P00261,FALSE,4,3,0,0,2,Adjusted,0.098
5/15/2023,SITE01,P00261,FALSE,2,9,0,0,1,Baseline,0
5/22/2023,SITE01,P00261,TRUE,2,7,0,0,1,Baseline,0
5/29/2023,SITE01,P00261,TRUE,2,10,0,0,2,Adjusted,0.25
6/5/2023,SITE01,P00261,TRUE,2,8,0,0,2,Baseline,0
6/12/2023,SITE01,P00261,FALSE,1,15,0,0,2,Baseline,0
6/19/2023,SITE01,P00261,TRUE,1,14,0,0,2,Baseline,0
6/26/2023,SITE01,P00261,TRUE,0,14,0,0,2,Baseline,0
7/3/2023,SITE01,P00261,TRUE,0,14,0,0,1,Baseline,0
7/10/2023,SITE01,P00261,FALSE,0,14,0,0,1,Adjusted,-0.108
7/17/2023,SITE01,P00261,TRUE,0,14,0,0,1,Baseline,0
7/24/2023,SITE01,P00261,TRUE,1,13,0,0,1,Baseline,0
7/31/2023,SITE01,P00261,FALSE,0,13,0,0,0,Baseline,0
8/7/2023,SITE01,P00261,FALSE,1,12,0,0,0,Baseline,0
8/14/2023,SITE01,P00261,FALSE,2,10,0,0,1,Baseline,0
8/21/2023,SITE01,P00261,FALSE,0,10,0,0,1,Baseline,0
8/28/2023,SITE01,P00261,TRUE,0,10,0,0,0,Baseline,0
9/4/2023,SITE01,P00261,FALSE,0,10,0,0,1,Adjusted,0.216
9/11/2023,SITE01,P00261,TRUE,0,10,0,0,1,Adjusted,0.195
9/18/2023,SITE01,P00261,TRUE,1,9,0,0,1,Adjusted,0.196
9/25/2023,SITE01,P00261,TRUE,1,8,0,0,1,Adjusted,0.334
10/2/2023,SITE01,P00261,FALSE,1,16,0,0,1,Baseline,0
10/9/2023,SITE01,P00261,FALSE,5,11,0,0,1,Baseline,0
10/16/2023,SITE01,P00261,TRUE,1,10,0,0,1,Baseline,0
10/23/2023,SITE01,P00261,TRUE,1,9,0,0,1,Baseline,0
10/30/2023,SITE01,P00261,FALSE,3,16,0,0,2,Baseline,0
11/6/2023,SITE01,P00261,FALSE,2,14,0,0,2,Baseline,0
11/13/2023,SITE01,P00261,TRUE,0,14,0,0,2,Baseline,0
11/20/2023,SITE01,P00261,TRUE,0,14,0,0,2,Baseline,0
11/27/2023,SITE01,P00261,TRUE,1,13,0,0,2,Baseline,0
12/4/2023,SITE01,P00261,TRUE,1,12,0,0,1,Baseline,0
12/11/2023,SITE01,P00261,TRUE,2,10,0,0,1,Baseline,0
12/18/2023,SITE01,P00261,TRUE,1,9,0,0,1,Baseline,0
12/25/2023,SITE01,P00261,FALSE,0,9,0,0,1,Adjusted,0.11
1/1/2024,SITE01,P00261,TRUE,0,9,0,0,1,Adjusted,0.149
1/8/2024,SITE01,P00261,TRUE,1,8,0,0,1,Baseline,0
1/15/2024,SITE01,P00261,TRUE,4,12,0,0,1,Baseline,0
1/22/2024,SITE01,P00261,FALSE,1,11,0,0,1,Adjusted,0.33
1/29/2024,SITE01,P00261,TRUE,0,11,0,0,1,Baseline,0
2/5/2024,SITE01,P00261,FALSE,3,8,0,0,1,Baseline,0
2/12/2024,SITE01,P00261,TRUE,2,13,0,0,2,Adjusted,0.183
2/19/2024,SITE01,P00261,TRUE,2,11,0,0,2,Baseline,0
2/26/2024,SITE01,P00261,FALSE,0,11,0,0,2,Baseline,0
3/4/2024,SITE01,P00261,TRUE,2,9,0,0,2,Baseline,0
3/11/2024,SITE01,P00261,FALSE,1,8,0,0,1,Baseline,0
3/18/2024,SITE01,P00261,TRUE,2,10,0,0,1,Baseline,0
3/25/2024,SITE01,P00261,FALSE,0,10,0,0,2,Baseline,0
4/1/2024,SITE01,P00261,TRUE,2,8,0,0,1,Baseline,0
4/8/2024,SITE01,P00261,TRUE,4,4,0,0,2,Baseline,0
4/15/2024,SITE01,P00261,TRUE,1,8,0,0,1,Baseline,0
4/22/2024,SITE01,P00261,TRUE,1,7,0,0,2,Baseline,0
4/29/2024,SITE01,P00261,TRUE,3,12,0,0,2,Adjusted,-0.06
5/6/2024,SITE01,P00261,TRUE,3,9,0,0,2,Baseline,0
5/13/2024,SITE01,P00261,TRUE,3,12,0,0,2,Adjusted,-0.16
5/20/2024,SITE01,P00261,FALSE,7,11,0,0,3,Baseline,0
5/27/2024,SITE01,P00261,TRUE,0,11,0,0,3,Baseline,0
6/3/2024,SITE01,P00261,FALSE,1,10,0,0,2,Baseline,0
6/10/2024,SITE01,P00261,FALSE,1,9,0,0,2,Baseline,0
6/17/2024,SITE01,P00261,FALSE,6,7,0,0,3,Baseline,0
6/24/2024,SITE01,P00261,FALSE,9,10,2,0,4,Baseline,0
7/1/2024,SITE01,P00261,TRUE,0,10,0,0,3,Adjusted,-0.152
7/8/2024,SITE01,P00261,TRUE,2,8,0,0,4,Baseline,0
7/15/2024,SITE01,P00261,TRUE,2,15,0,0,2,Adjusted,-0.081
7/22/2024,SITE01,P00261,FALSE,1,14,0,0,2,Adjusted,-0.228
7/29/2024,SITE01,P00261,TRUE,0,14,0,0,3,Baseline,0
8/5/2024,SITE01,P00261,TRUE,1,13,0,0,2,Baseline,0
8/12/2024,SITE01,P00261,FALSE,0,13,0,0,2,Baseline,0
8/19/2024,SITE01,P00261,TRUE,0,13,0,0,1,Baseline,0
8/26/2024,SITE01,P00261,TRUE,1,12,0,0,1,Adjusted,0.178
9/2/2024,SITE01,P00261,TRUE,0,12,0,1,1,Baseline,0
9/9/2024,SITE01,P00261,TRUE,0,12,0,0,0,Baseline,0
9/16/2024,SITE01,P00261,TRUE,1,11,0,0,0,Baseline,0
9/23/2024,SITE01,P00261,TRUE,0,11,0,0,0,Baseline,0
9/30/2024,SITE01,P00261,TRUE,1,10,0,0,0,Baseline,0
10/7/2024,SITE01,P00261,FALSE,0,10,0,0,0,Adjusted,0.21
10/14/2024,SITE01,P00261,TRUE,0,10,0,0,0,Baseline,0
10/21/2024,SITE01,P00261,FALSE,0,10,0,0,0,Baseline,0
10/28/2024,SITE01,P00261,FALSE,0,10,0,0,0,Adjusted,0.348
11/4/2024,SITE01,P00261,TRUE,1,9,0,0,0,Baseline,0
11/11/2024,SITE01,P00261,FALSE,3,6,0,0,1,Baseline,0
11/18/2024,SITE01,P00261,FALSE,0,15,0,0,1,Adjusted,0.148
11/25/2024,SITE01,P00261,TRUE,3,12,0,0,1,Baseline,0
12/2/2024,SITE01,P00261,TRUE,2,10,0,0,1,Baseline,0
12/9/2024,SITE01,P00261,TRUE,1,9,0,0,1,Adjusted,0.092
12/16/2024,SITE01,P00261,FALSE,2,7,0,0,2,Adjusted,0.158
12/23/2024,SITE01,P00261,FALSE,0,15,0,0,1,Baseline,0
1/3/2022,SITE01,P00262,FALSE,5,10,0,0,5,Baseline,0
1/10/2022,SITE01,P00262,TRUE,4,18,0,0,6,Adjusted,0.276
1/17/2022,SITE01,P00262,TRUE,2,16,0,0,4,Baseline,0
1/24/2022,SITE01,P00262,FALSE,5,11,0,0,4,Baseline,0
1/31/2022,SITE01,P00262,TRUE,2,9,0,0,5,Adjusted,0.311
2/7/2022,SITE01,P00262,FALSE,5,17,0,0,4,Baseline,0
2/14/2022,SITE01,P00262,TRUE,0,17,0,0,4,Baseline,0
2/21/2022,SITE01,P00262,TRUE,4,13,0,0,4,Adjusted,0.241
2/28/2022,SITE01,P00262,FALSE,0,13,0,0,3,Baseline,0
3/7/2022,SITE01,P00262,TRUE,2,11,0,0,2,Baseline,0
3/14/2022,SITE01,P00262,FALSE,1,10,0,0,2,Baseline,0
3/21/2022,SITE01,P00262,TRUE,2,20,0,0,2,Baseline,0
3/28/2022,SITE01,P00262,FALSE,4,16,0,0,2,Baseline,0
4/4/2022,SITE01,P00262,FALSE,1,15,0,0,2,Baseline,0
4/11/2022,SITE01,P00262,TRUE,3,12,0,0,2,Baseline,0
4/18/2022,SITE01,P00262,FALSE,7,14,0,0,3,Baseline,0
4/25/2022,SITE01,P00262,FALSE,5,9,0,0,3,Baseline,0
5/2/2022,SITE01,P00262,FALSE,0,9,0,0,3,Baseline,0
5/9/2022,SITE01,P00262,TRUE,1,18,0,0,3,Baseline,0
5/16/2022,SITE01,P00262,TRUE,3,15,0,0,3,Baseline,0
5/23/2022,SITE01,P00262,TRUE,3,12,0,0,3,Baseline,0
5/30/2022,SITE01,P00262,TRUE,0,12,0,0,3,Baseline,0
6/6/2022,SITE01,P00262,TRUE,3,9,0,0,3,Adjusted,-0.082
6/13/2022,SITE01,P00262,TRUE,2,17,0,0,2,Baseline,0
6/20/2022,SITE01,P00262,TRUE,2,15,0,0,2,Baseline,0
6/27/2022,SITE01,P00262,TRUE,1,14,0,0,2,Adjusted,0.126
7/4/2022,SITE01,P00262,FALSE,4,10,0,0,2,Baseline,0
7/11/2022,SITE01,P00262,FALSE,4,15,0,0,2,Baseline,0
7/18/2022,SITE01,P00262,TRUE,3,12,0,0,2,Baseline,0
7/25/2022,SITE01,P00262,TRUE,3,9,0,0,3,Baseline,0
8/1/2022,SITE01,P00262,FALSE,1,22,0,0,2,Baseline,0
8/8/2022,SITE01,P00262,TRUE,3,19,0,0,3,Baseline,0
8/15/2022,SITE01,P00262,TRUE,2,17,0,0,3,Adjusted,0.163
8/22/2022,SITE01,P00262,TRUE,0,17,0,0,3,Baseline,0
8/29/2022,SITE01,P00262,TRUE,2,15,0,0,2,Baseline,0
9/5/2022,SITE01,P00262,FALSE,7,21,0,0,3,Baseline,0
9/12/2022,SITE01,P00262,TRUE,1,20,0,0,2,Baseline,0
9/19/2022,SITE01,P00262,TRUE,1,19,0,0,2,Baseline,0
